COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202401,NORDESTE,PB,JOAO PESSOA,,3112691,DIAGSON,DIAGSON DIAGNOSTICO EM ULTRA SONOGRAFIA MED FETAL LTDA,M,15,UNIDADE MISTA,2062,HOSPITAL_PRIVADO,MAR DEODORO DA FONSECA,134,,CENTRO,58040140,83 30482929,administrativo@diagsonpb.com.br,2,2,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,CAMPINA GRANDE,,3128377,HOSPITAL GARDEN,HOSPITAL GARDEN LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,R DR SEVERINO CRUZ,277,,CENTRO,58400258,(83)3214498,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,PRINCESA ISABEL,,3130584,CLINICA SANTA LUCIA,GILSON MELQUIADES DE MEDEIROS,M,7,HOSPITAL ESPECIALIZADO,2135,HOSPITAL_PRIVADO,RUA ACADEMICO JOSE SEVERIANO,129,,CENTRO,58755000,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,CAMPINA GRANDE,,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE,HOSPITAL DE OLHOS DE CAMPINA GRANDE S S LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,RUA JOSE DE ALENCAR,940,,PRATA,58400500,(83)33418662,,4,3,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,PATOS,,3232514,HOSPITAL SAO FRANCISCO,HOSPITAL SAO FRANCISCO LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA PEREGRINO FILHO,199,,CENTRO,58700450,(83) 3421-8964,,81,0,10,0,10,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,3237389,TRAUMATO,TRAUMATO CLINICA DE ORTOPEDIA E TRAUMATOLOGIA S S LTDA ME,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,MIRIAN BARRETO RABELO,591,SALA B,AEROCLUBE,58036690,83 32441452,luananevesfarias@hotmail.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,3237540,CLINMEL,CLINICA MEDICA CIRURGICA E EMPRESARIAL LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,R BARAO DE MAMANGUAPE,261,,TORRE,58040330,(83)32447200,,6,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,BAYEUX,,3294889,HOSPITAL MATERNO INFANTIL JOAO MARSICANO,MUNICIPIO DE BAYEUX,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,R FLAVIO MAROJA,44,,CENTRO,58111600,(83)2534140,sms.bex@saude.pb.gov.br,48,48,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,3398315,PROCARDIO HOSPITAL MEMORIAL SAO FRANCISCO,PROCARDIO INSTITUTO DE CARDIOLOGIA DA PARAIBA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV RUI BARBOSA,198,,TORRE,58040491,(83) 4009-6082,miguel@hospitalmemorial.net,95,0,20,0,20,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,5407524,CENTRO DE DIAGNOSTICO MEMORIAL MARIE CURIE LTDA,CENTRO DE DIAGNOSTICO MEMORIAL MARIE CURIE LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUI BARBOSA,202,SALA 001 ED EIJE KUM,TORRE,58040490,83 99922221,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,5654319,HOSPITAL UNIVERSITARIO NOVA ESPERANCA HUNE,FUNDACAO JOSE LEITE DE SOUZA,M,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,CAPITAO JOSE PESSOA,919,,JAGUARIBE,58015170,83 21080707,FINANCEIRO@HUNOVAESPERANCA.COM.BR,147,131,18,18,8,8,0,0,0,0,0,0,10,10
202401,NORDESTE,PB,JOAO PESSOA,,6352677,AMIP PRAIA,AMIP ASSISTENCIA MEDICA INFANTIL DA PRAIA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,AV TABAJARAS,782,,CENTRO,58013270,3208-2828,amipjppb@ig.com.br,8,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,BOA VENTURA,,6400914,UNIDADE AMBULATORIAL RAIMUNDO PINTO BRANDAO,PREFEITURA MUNICIPAL DE BOA VENTURA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA VEREADOR MANOEL ALVES RIBEIRO,10,,CENTRO,58993000,,secretaria.saudebvpb@gmail.com,3,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JURIPIRANGA,,6432204,UNIDADE MISTA DE SAUDE TEONAS DA CUNHA CAVALCANTE,MUNICIPIO DE JURIPIRANGA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA TIRADENTES,41,,CENTRO,58330000,8332891511,,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,6496482,INSTITUTO DO CEREBRO,INSTITUTO PARAIBANO DO CEREBRO LTDA,M,15,UNIDADE MISTA,2062,HOSPITAL_PRIVADO,AV SAO PAULO,854,,BAIRRO DOS ESTADOS,58030040,83 32228050,steniosarmento@uol.com.br,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,AREIA,,6499198,HOSPITAL DR HERCILIO RODRIGUES,PREFEITURA MUNICIPAL DE AREIA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MONSENHOR WALFREDO LEAL,01,,JUSSARA,58397000,33621513,secretariamunicipaldesaudeareia@outlook.com,36,36,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,ITABAIANA,,6644996,HOSPITAL REGIONAL DE ITABAIANA,SECRETARIA DE ESTADO DA SAUDE,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA DEPUTADO ADAUTO PEREIRA DE LIMA,01,,LOTEAMENTO NOVA ITAB,58360000,83 32812640,,48,44,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,ITAPOROROCA,,6658520,HOSPITAL GERAL DE ITAPOROROCA,HOSPITAL GERAL DE ITAPOROROCA PREF JOSE FELIX DE BRITO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA PROJETADA,S/N,,ROSEIRAL,58275000,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,QUEIMADAS,,6679528,HOSPITAL GERAL DE QUEIMADAS,SECRETARIA MUNICIPAL DE SAUDE DE QUEIMADAS,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA SEVERINO BEZERRA CABRAL,S/N,,CENTRO,58475000,8333922991,hospitalregionaldequeimadas@hotmail.com,48,43,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,ALCANTIL,,6842747,UNIDADE MISTA MUNICIPAL DE ALCANTIL,PREFEITURA MUNICIPAL DE ALCANTIL,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AV SAO JOSE,S/N,,CENTRO,58460000,(083) 33481008,sms.alca@saude.gov.br,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JUNCO DO SERIDO,,6879098,UNIDADE MISTA DE SAUDE OTILIA BALDUINO DE AZEVEDO,MUNICIPIO DO JUNCO DO SERIDO,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA VEREADOR ELIAS COELHO,200,,CJ FCO CABRAL,58640000,(83)3464-1015,,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,6919669,HOSPITAL DA VISAO,CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA,D,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,SILVIO ALMEIDA,821,,EXPEDICIONARIOS,58041020,83 30314555,faturamento@hospitalvisao.com.br,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,6933254,INNPAR,INSTITUTO DE NEUROLOGIA E NEUROCIRURGIA DA PARAIBA LTDA ME,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DOM MOISES COELHO,161,SALA 101,TORRE,58040760,83 93626581,m-favero@hotmail.com,38,0,8,0,8,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,CAMPINA GRANDE,,7113692,HOSPITAL MUNICIPAL DR SEVERINO BEZERRA DE CARVALHO,MUNICIPIO DE CAMPINA GRANDE,M,7,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,FLORIANO PEIXOTO,1200,,CENTENARIO,58428130,3341 2097,,76,73,6,3,0,0,6,3,0,0,0,0,0,0
202401,NORDESTE,PB,BELEM DO BREJO DO CRUZ,,7175108,HOSPITAL MUNICIPAL BENTO FORTE DE OLIVEIRA,MUNICIPIO DE BELEM DO BREJO DO CRUZ,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA JOSE FRANCISCO PEREIRA,S/N,RUA DAS POPULARES,MANOEL FORTE MAIA,58895000,83-34471056,araquealmeida@hotmail.com,30,28,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,UMBUZEIRO,,7238916,HOSPITAL MUNICIPAL NOSSA SENHORA DO LIVRAMENTO,PREFEITURA MUNICIPAL DE UMBUZEIRO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SEVERINO BEZERRA DA SILVA,S/N,,PAU SANTO,58497000,,,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,CAMPINA GRANDE,,7249071,HOSPITAL DA VISAO DE CAMPINA GRANDE,HOSPITAL OFTALMOLOGICO DE CAMPINA GRANDE LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA DR SEVERINO RIBEIRO CRUZ,277,ANDAR 1,CENTRO,58400258,83 3066-0606,wambertobarbosa@hotmail.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,SANTA INES,,7288778,HOSPITAL MUNICIPAL DE SANTA INES,HOSPITAL MUNICIPAL DE SANTA INES,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA JOAO RODRIGUES DE FRANCA,S/N,,CENTRO,58978000,,EMANOEL28@HOTMAIL.COM,10,10,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,SOLEDADE,,7360886,HOSPITAL MUNICIPAL DE SOLEDADE,MUNICIPIO DE SOLEDADE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA HORACIO DA COSTA LIMA,13,,CENTRO,58155000,(83)33831255,,22,22,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,7520972,HOSPITAL PEDIATRICO UNIMED,UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO,M,5,HOSPITAL GERAL,2143,HOSPITAL_PRIVADO,MINISTRO JOSE AMERICO DE ALMEIDA,1338,,TORRE,58040300,83 21060453,josane@unimedjp.com.br,34,0,10,0,0,0,5,0,5,0,0,0,0,0
202401,NORDESTE,PB,CONDE,,7617941,AMA COMUNIDADE AMIGOS EM MUTUA AJUDA,CLINICA AMA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,IPIRANGA,S/N,,GURUGI,58322000,83 981330777,CONTATO@CLINICAAMA.COM.BR,60,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,GURJAO,,7633335,UNIDADE MISTA DE SAUDE DE GURJAO,MUNICIPIO DE GURJAO,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA ALVARO GAUDENCIO DE QUEIROZ,353,,CENTRO,58670000,8333861048,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,MAMANGUAPE,,7666772,HOSPITAL GERAL DE MAMANGUAPE,SECRETARIA DE ESTADO DA SAUDE SES,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,WALFRIDO DE ALMEIDA,S/N,RUA,AREAL,58280000,,,83,74,14,10,10,10,4,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,7870930,HOSPITAL DAS NEVES,HOSPITAL NOSSA SENHORA DAS NEVES S A,D,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,ETELVINA MACEDO DE MENDONCA,531,,TORRE,58040530,83 35659000,fiscal.opme@grupoopera.com,232,10,45,2,37,2,3,0,5,0,0,0,0,0
202401,NORDESTE,PB,ARARUNA,,9231455,HOSPITAL MUNICIPAL DE ARARUNA,MUNICIPIO DE ARARUNA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,CONJUNTO MARIZETE DUTRA,S/N,,CENTRO,58233000,,,15,15,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,GADO BRAVO,,9263691,UNIDADE MISTA MUNICIPAL DE SAUDE,MUNICIPIO DE GADO BRAVO,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,TRAVESSA JOSE PEREIRA DE AGUIAR,S/N,,CENTRO,58492000,8333471074,smsgadobravo@gmail.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,SANTA RITA,,9467718,HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES,FUNDACAO PARAIBANA DE GESTAO EM SAUDE PB SAUDE,E,5,HOSPITAL GERAL,1260,HOSPITAL_PÚBLICO,RUA ROBERTO SANTOS CORREIA,S/N,,VARZEA NOVA,58303000,,,252,186,74,44,34,34,10,10,0,0,0,0,30,0
202401,NORDESTE,PB,CAMPINA GRANDE,,9524495,CLINICA PRONTO SOCORRO INFANTIL E HOSPITAL GERAL,CLINICA PRONTO SOCORRO INFANTIL E HOSPITAL GERAL,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA TREZE DE MAIO,366,,CENTRO,58400290,83 30658000,,82,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,JOAO PESSOA,,9561501,CLINEPA CENTRO HOSPITALAR,CLINEPA CENTRO HOSPITALAR LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DOM MOISES COELHO,245,,TORRE,58040760,83 32433993,clinepa@yahoo.com.br,68,0,13,0,6,0,0,0,7,0,0,0,0,0
202401,NORDESTE,PB,OLHO D'AGUA,,9608419,CENTRO DE SAUDE OLHO DAGUA,MUNICIPIO DE OLHO DAGUA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA JOAQUIM AVELINO PEREIRA,54,,CENTRO,58760000,,SECSAUDEOLHOPB45@GMAIL.COM,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,GUARABIRA,,9691049,HOSPITAL DIA TOP MAIS,HOSPITAL DIA TOP MAIS LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,NOSSA SENHORA DA LUZ,54,,CENTRO,58200000,83 32246929,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,MONTEIRO,,9954279,HOSPITAL DIA SANTA MARIA,CENTRO MEDICO MAYER E FEITOSA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA CIDADE DO RECIFE,1811,BR 412,ALTO DE SAO VICENTE,58500000,83 99209933/99221718,danilomayer@hotmail.com,14,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,NORDESTE,PB,CONDE,,9997172,CLINICA MEDICA PERSONNALITE,CLINICA MEDICA PERSONNALITE LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,CIDADE BALNEARIA NOVO MUNDO,S/N,LOTE 13 20,JACUMA,58322000,83-982192323,solange@clinicapersonnalite.com.br,40,0,0,0,0,0,0,0,0,0,0,0,0,0
202402,NORDESTE,PB,POCO DANTAS,,2321831,UNIDADE MISTA DE SAUDE FRANCISCO FERREIRA SANTIAGO,PREFEITURA MUNICIPAL DE POCO DANTAS,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA ODILON FRANCISCO DE OLIVEIRA,S/N,,CENTRO,58933000,(83) 35621071,sms.poda@saude.pb.gov.br,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202402,NORDESTE,PB,SAO MAMEDE,,2605449,CASA DE SAUDE NOSSA SENHORA DA CONCEICAO,ASSOCIACAO PROT A MAT E A INFANCIA,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVA NORMANDO ARAUJO,243,,CENTRO,58625000,(83)4641243,,26,26,0,0,0,0,0,0,0,0,0,0,0,0
202404,NORDESTE,PB,MOGEIRO,,2363720,UNIDADE MISTA DE SAUDE MARIA HERMINIA DA SILVEIRA,SECRETARIA MUNICIPAL DE SAUDE DE MOGEIRO,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AV GETULIO VARGAS,S/N,,CENTRO,58375000,(83)32661095,flmoge@ig.com.br,10,10,0,0,0,0,0,0,0,0,0,0,0,0
202404,NORDESTE,PB,SAO JOSE DE CAIANA,,2605384,UNIDADE MISTA MARIA JOANA SILVA DE OLIVEIRA,UNIDADE MISTA MARIA JOANA SILVA DE OLIVEIRA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA 13 DE MAIO,S/N,,CENTRO,58784000,(83)4512701,,16,16,0,0,0,0,0,0,0,0,0,0,0,0
202406,NORDESTE,PB,SANTA RITA,,4710460,HOSPITAL INFANTIL NAELSINHO PANTA,MUNICIPIO DE SANTA RITA,M,7,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,AV FLAVIO RIBEIRO COUTINHO,S/N,,CENTRO,58300220,8330499500,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
202407,NORDESTE,PB,SAO JOSE DA LAGOA TAPADA,,2357631,HOSPITAL MUNICIPAL CACILDA BRAGA,MUNICIPIO DE SAO JOSE DA LAGOA TAPADA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CAP MANOEL DE ARAUJO,S/N,,CENTRO,58815000,,sms.sgp@saude.pb.gov.br,6,6,0,0,0,0,0,0,0,0,0,0,0,0
202409,NORDESTE,PB,JOAO PESSOA,,147907,HOSPITAL GERAL E DO CANCER DR STENIO HOLANDA FILHO,HOSPITAL GERAL E DO CANCER DR STENIO HOLANDA FILHO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA MONSENHOR WALFREDO LEAL,46,,TAMBIA,58020540,,,90,90,0,0,0,0,0,0,0,0,0,0,0,0
202409,NORDESTE,PB,JOAO PESSOA,,7882106,PRIME MED SERVICOS MEDICOS LTDA,PRIME MED SERVICOS MEDICOS,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA HERIBERTO PEREIRA DE LUCENA,195,,JARDIM OCEANIA,58037235,83-3031-6542,giordanojordao_@hotmail,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202410,NORDESTE,PB,MARI,,814679,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS,PREFEITURA MUNICIPAL DE MARI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MANOEL AVELINO DE PAIVA,S/N,,CENTRO,58345000,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202410,NORDESTE,PB,UIRAUNA,,2321904,CENTRO DE REFERENCIA E ESPECIALIDADES DR ALEXANDRE FERNANDES,PREFEITURA MUNICIPAL DE UIRAUNA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA JOSE VIEIRA BUJARY,133,,CENTRO,58915000,8335341177,sms.uin@saude.pb.gov.br,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202410,NORDESTE,PB,TRIUNFO,,2322129,UPAEM JOSE BERNARDINO BATISTA,PREFEITURA MUNICIPAL DE TRIUNFO,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA VALDOMIRO LISBOA,S/N,,CENTRO,58920000,,secretariadesaudetf@hotmail.com,6,6,0,0,0,0,0,0,0,0,0,0,0,0
202410,NORDESTE,PB,MONTEIRO,,2336812,HOSPITAL E MATERNIDADE DE MONTEIRO SANTA FILOMENA,SECRETARIA DO ESTADO DE SAUDE,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA EPAMINONDAS AZEVEDO,S/N,,CENTRO,58500000,(83) 3351 2145,hrsfmonteiro@hotmail.com,120,120,6,6,6,6,0,0,0,0,0,0,0,0
202410,NORDESTE,PB,SOUSA,,2504537,HOSPITAL REGIONAL DEPUTADO MANOEL GONCALVES DE ABRANTES,SECRETARIA DE ESTADO DA SAUDE SES,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,JOSE FACUNDO DE LIRA,S/N,,JARDINS,58802305,(83)35222774,palommaabrantes@gmail.com,111,107,12,12,12,12,0,0,0,0,0,0,0,0
